combination,activity,a1,a2,a3,a4,a5,a6
720.0,Tablet,176.0,1.0,2.0,1153.0,4764.0,182.0
720.0,Paper,63.0,2.0,0.0,49.0,18.0,6297.0
721.0,Standing,6509.0,4.0,0.0,72.0,80.0,43.0
721.0,Sitting,56.0,9628.0,96.0,0.0,20.0,12.0
721.0,Pointing,25.0,268.0,3662.0,0.0,25.0,5.0
721.0,Phone,1910.0,2.0,0.0,3588.0,23.0,407.0
721.0,Tablet,100.0,4.0,0.0,1526.0,5263.0,217.0
721.0,Paper,157.0,15.0,0.0,21.0,1.0,6475.0
722.0,Standing,6916.0,15.0,2.0,64.0,55.0,33.0
722.0,Sitting,47.0,9619.0,347.0,6.0,17.0,20.0
722.0,Pointing,11.0,175.0,3197.0,0.0,21.0,3.0
722.0,Phone,1176.0,2.0,0.0,4005.0,69.0,604.0
722.0,Tablet,326.0,3.0,0.0,563.0,6130.0,144.0
722.0,Paper,131.0,13.0,0.0,70.0,9.0,5521.0
723.0,Standing,6500.0,11.0,1.0,119.0,83.0,49.0
723.0,Sitting,32.0,9696.0,398.0,2.0,14.0,29.0
723.0,Pointing,528.0,216.0,3376.0,1.0,21.0,8.0
723.0,Phone,2006.0,0.0,0.0,2793.0,321.0,626.0
723.0,Tablet,308.0,1.0,0.0,1597.0,4427.0,271.0
723.0,Paper,83.0,3.0,0.0,14.0,8.0,6471.0
724.0,Standing,6907.0,5.0,0.0,67.0,61.0,37.0
724.0,Sitting,65.0,9813.0,88.0,1.0,24.0,17.0
724.0,Pointing,23.0,236.0,3543.0,0.0,25.0,9.0
724.0,Phone,2233.0,2.0,0.0,3490.0,99.0,212.0
724.0,Tablet,95.0,20.0,0.0,1454.0,5650.0,217.0
724.0,Paper,165.0,25.0,1.0,2.0,4.0,6622.0
725.0,Standing,7284.0,7.0,1.0,91.0,49.0,22.0
725.0,Sitting,45.0,9809.0,363.0,5.0,2.0,28.0
725.0,Pointing,15.0,183.0,3048.0,0.0,6.0,6.0
725.0,Phone,1275.0,0.0,0.0,4169.0,90.0,428.0
725.0,Tablet,837.0,1.0,0.0,251.0,6259.0,144.0
725.0,Paper,129.0,2.0,0.0,125.0,12.0,5626.0
726.0,Standing,5323.0,2.0,0.0,126.0,77.0,49.0
726.0,Sitting,48.0,8696.0,69.0,1.0,12.0,33.0
726.0,Pointing,20.0,246.0,3975.0,1.0,3.0,10.0
726.0,Phone,725.0,0.0,0.0,3765.0,70.0,513.0
726.0,Tablet,66.0,0.0,0.0,1837.0,3659.0,186.0
726.0,Paper,64.0,0.0,0.0,1.0,6.0,5633.0
727.0,Standing,5745.0,11.0,1.0,130.0,34.0,33.0
727.0,Sitting,49.0,8577.0,425.0,5.0,14.0,33.0
727.0,Pointing,9.0,113.0,3521.0,0.0,24.0,10.0
727.0,Phone,398.0,0.0,0.0,3917.0,87.0,597.0
727.0,Tablet,437.0,0.0,0.0,382.0,4849.0,136.0
727.0,Paper,60.0,6.0,0.0,174.0,10.0,4529.0
728.0,Standing,6099.0,3.0,0.0,81.0,35.0,50.0
728.0,Sitting,46.0,8798.0,66.0,3.0,13.0,14.0
728.0,Pointing,14.0,178.0,3144.0,1.0,21.0,5.0
728.0,Phone,901.0,1.0,0.0,3829.0,85.0,473.0
728.0,Tablet,112.0,0.0,0.0,482.0,5906.0,136.0
728.0,Paper,115.0,0.0,0.0,39.0,8.0,4857.0
729.0,Standing,7862.0,16.0,7.0,56.0,107.0,17.0
729.0,Sitting,63.0,10350.0,590.0,0.0,20.0,2.0
729.0,Pointing,395.0,228.0,4042.0,0.0,24.0,2.0
729.0,Phone,2477.0,8.0,0.0,3947.0,258.0,17.0
729.0,Tablet,333.0,3.0,0.0,298.0,7413.0,129.0
729.0,Paper,468.0,9.0,2.0,746.0,41.0,6442.0
730.0,Standing,6323.0,18.0,4.0,84.0,115.0,21.0
730.0,Sitting,62.0,9186.0,606.0,0.0,18.0,4.0
730.0,Pointing,527.0,126.0,4439.0,0.0,15.0,3.0
730.0,Phone,3050.0,2.0,0.0,2416.0,210.0,66.0
730.0,Tablet,369.0,1.0,0.0,784.0,5201.0,133.0
730.0,Paper,301.0,7.0,0.0,239.0,22.0,6024.0
731.0,Standing,6673.0,5.0,0.0,55.0,116.0,30.0
731.0,Sitting,63.0,9358.0,265.0,0.0,24.0,3.0
731.0,Pointing,11.0,204.0,4557.0,0.0,23.0,1.0
731.0,Phone,2229.0,0.0,0.0,3643.0,133.0,29.0
731.0,Tablet,88.0,3.0,0.0,330.0,6797.0,102.0
731.0,Paper,251.0,12.0,0.0,98.0,10.0,6462.0
732.0,Standing,7103.0,27.0,2.0,47.0,57.0,20.0
732.0,Sitting,76.0,9402.0,455.0,2.0,11.0,11.0
732.0,Pointing,10.0,111.0,4069.0,1.0,26.0,1.0
732.0,Phone,1702.0,1.0,0.0,3977.0,257.0,23.0
732.0,Tablet,523.0,1.0,0.0,193.0,6541.0,118.0
732.0,Paper,352.0,25.0,12.0,466.0,60.0,4993.0
733.0,Standing,6706.0,33.0,1.0,71.0,97.0,26.0
733.0,Sitting,62.0,9450.0,523.0,0.0,18.0,19.0
733.0,Pointing,263.0,169.0,4496.0,0.0,29.0,4.0
733.0,Phone,2810.0,1.0,0.0,2817.0,167.0,55.0
733.0,Tablet,1450.0,2.0,2.0,1382.0,3820.0,158.0
733.0,Paper,1083.0,8.0,26.0,450.0,18.0,5158.0
734.0,Standing,7102.0,10.0,0.0,31.0,87.0,18.0
734.0,Sitting,64.0,9740.0,71.0,1.0,15.0,18.0
734.0,Pointing,18.0,230.0,4392.0,1.0,3.0,3.0
734.0,Phone,2310.0,0.0,0.0,3611.0,185.0,34.0
734.0,Tablet,149.0,3.0,0.0,1068.0,6278.0,148.0
734.0,Paper,1375.0,5.0,3.0,87.0,27.0,5486.0
735.0,Standing,7487.0,23.0,1.0,40.0,50.0,24.0
735.0,Sitting,73.0,9757.0,280.0,10.0,8.0,25.0
735.0,Pointing,13.0,131.0,3903.0,1.0,17.0,4.0
735.0,Phone,1728.0,0.0,0.0,4108.0,203.0,27.0
735.0,Tablet,1878.0,3.0,0.0,81.0,5625.0,115.0
735.0,Paper,453.0,3.0,0.0,913.0,39.0,4650.0
736.0,Standing,5499.0,5.0,0.0,101.0,115.0,28.0
736.0,Sitting,59.0,8584.0,81.0,2.0,13.0,21.0
736.0,Pointing,15.0,177.0,4840.0,1.0,27.0,6.0
736.0,Phone,1428.0,0.0,1.0,3593.0,97.0,58.0
736.0,Tablet,166.0,0.0,0.0,1516.0,4088.0,188.0
736.0,Paper,960.0,0.0,63.0,93.0,4.0,4748.0
737.0,Standing,5933.0,17.0,2.0,98.0,52.0,23.0
737.0,Sitting,60.0,8627.0,262.0,2.0,20.0,33.0
737.0,Pointing,16.0,88.0,4360.0,3.0,14.0,7.0
737.0,Phone,1344.0,1.0,0.0,3539.0,154.0,65.0
737.0,Tablet,1957.0,0.0,0.0,78.0,3851.0,128.0
737.0,Paper,461.0,1.0,1.0,408.0,15.0,4057.0
738.0,Standing,6308.0,7.0,0.0,60.0,38.0,26.0
738.0,Sitting,70.0,8677.0,71.0,0.0,11.0,12.0
738.0,Pointing,12.0,134.0,4012.0,1.0,10.0,5.0
738.0,Phone,1606.0,0.0,0.0,3482.0,285.0,20.0
738.0,Tablet,447.0,0.0,0.0,20.0,6258.0,121.0
738.0,Paper,285.0,21.0,0.0,59.0,20.0,4798.0
739.0,Standing,6272.0,6.0,5.0,64.0,97.0,35.0
739.0,Sitting,51.0,9717.0,302.0,1.0,25.0,19.0
739.0,Pointing,523.0,236.0,3842.0,0.0,23.0,3.0
739.0,Phone,2399.0,2.0,1.0,3030.0,147.0,107.0
739.0,Tablet,297.0,2.0,6.0,531.0,5655.0,148.0
739.0,Paper,468.0,6.0,6.0,292.0,23.0,5879.0
740.0,Standing,6650.0,4.0,0.0,36.0,85.0,18.0
740.0,Sitting,61.0,9762.0,94.0,0.0,21.0,14.0
740.0,Pointing,13.0,231.0,4038.0,0.0,29.0,2.0
740.0,Phone,2315.0,4.0,0.0,3527.0,25.0,105.0
740.0,Tablet,112.0,5.0,2.0,894.0,6322.0,136.0
740.0,Paper,556.0,592.0,12.0,54.0,16.0,5684.0
741.0,Standing,7035.0,7.0,1.0,37.0,61.0,29.0
741.0,Sitting,60.0,9784.0,325.0,2.0,13.0,12.0
741.0,Pointing,15.0,192.0,3504.0,0.0,19.0,5.0
741.0,Phone,1915.0,3.0,7.0,3481.0,227.0,269.0
741.0,Tablet,632.0,2.0,2.0,358.0,6396.0,137.0
741.0,Paper,425.0,340.0,74.0,335.0,51.0,4764.0
742.0,Standing,5098.0,8.0,1.0,92.0,62.0,32.0
742.0,Sitting,52.0,8579.0,130.0,0.0,19.0,23.0
742.0,Pointing,63.0,240.0,4410.0,1.0,12.0,6.0
742.0,Phone,1335.0,1.0,2.0,3224.0,28.0,423.0
742.0,Tablet,78.0,0.0,1.0,757.0,4793.0,154.0
742.0,Paper,186.0,0.0,5.0,59.0,7.0,5542.0
743.0,Standing,5521.0,6.0,1.0,61.0,55.0,26.0
743.0,Sitting,75.0,8541.0,385.0,1.0,21.0,24.0
743.0,Pointing,9.0,118.0,3996.0,1.0,28.0,2.0
743.0,Phone,1028.0,0.0,0.0,3526.0,123.0,262.0
743.0,Tablet,763.0,0.0,0.0,429.0,4510.0,137.0
743.0,Paper,308.0,1.0,0.0,189.0,58.0,4318.0
744.0,Standing,5837.0,8.0,0.0,51.0,54.0,34.0
744.0,Sitting,67.0,8704.0,78.0,0.0,15.0,20.0
744.0,Pointing,11.0,168.0,3629.0,0.0,27.0,5.0
744.0,Phone,1673.0,4.0,0.0,3049.0,38.0,465.0
744.0,Tablet,185.0,1.0,0.0,346.0,6006.0,133.0
744.0,Paper,300.0,26.0,1.0,123.0,41.0,4623.0
745.0,Standing,5482.0,2.0,0.0,69.0,66.0,43.0
745.0,Sitting,47.0,8842.0,74.0,1.0,12.0,23.0
745.0,Pointing,48.0,236.0,4267.0,0.0,22.0,10.0
745.0,Phone,1147.0,0.0,0.0,3646.0,53.0,273.0
745.0,Tablet,123.0,2.0,0.0,2086.0,3708.0,190.0
745.0,Paper,1240.0,0.0,76.0,80.0,6.0,4547.0
746.0,Standing,5888.0,9.0,0.0,94.0,26.0,22.0
746.0,Sitting,59.0,8917.0,227.0,5.0,7.0,28.0
746.0,Pointing,25.0,149.0,3803.0,3.0,16.0,9.0
746.0,Phone,995.0,2.0,0.0,3774.0,102.0,172.0
746.0,Tablet,1338.0,3.0,0.0,238.0,4443.0,143.0
746.0,Paper,276.0,5.0,0.0,279.0,11.0,4453.0
747.0,Standing,6251.0,3.0,0.0,28.0,40.0,31.0
747.0,Sitting,56.0,8938.0,63.0,0.0,8.0,15.0
747.0,Pointing,20.0,207.0,3434.0,0.0,27.0,3.0
747.0,Phone,1538.0,0.0,0.0,3180.0,68.0,549.0
747.0,Tablet,326.0,3.0,0.0,541.0,5991.0,136.0
747.0,Paper,321.0,24.0,0.0,190.0,55.0,4674.0
748.0,Standing,4697.0,2.0,0.0,91.0,30.0,33.0
748.0,Sitting,59.0,7771.0,61.0,2.0,10.0,28.0
748.0,Pointing,11.0,124.0,3938.0,0.0,27.0,10.0
748.0,Phone,820.0,0.0,0.0,2968.0,46.0,538.0
748.0,Tablet,395.0,0.0,0.0,354.0,4412.0,148.0
748.0,Paper,190.0,0.0,0.0,26.0,9.0,3924.0
749.0,Standing,7924.0,17.0,2.0,100.0,113.0,66.0
749.0,Sitting,40.0,10776.0,406.0,1.0,14.0,4.0
749.0,Pointing,515.0,177.0,3141.0,1.0,5.0,2.0
749.0,Phone,2127.0,3.0,0.0,4404.0,367.0,84.0
749.0,Tablet,153.0,11.0,0.0,246.0,7332.0,157.0
749.0,Paper,111.0,89.0,1.0,107.0,40.0,7465.0
750.0,Standing,6364.0,19.0,3.0,125.0,103.0,108.0
750.0,Sitting,34.0,9633.0,399.0,0.0,17.0,9.0
750.0,Pointing,516.0,156.0,3554.0,2.0,29.0,3.0
750.0,Phone,1144.0,2.0,1.0,4478.0,312.0,85.0
750.0,Tablet,172.0,6.0,0.0,919.0,4937.0,177.0
750.0,Paper,66.0,11.0,1.0,467.0,29.0,6124.0
751.0,Standing,6783.0,8.0,1.0,91.0,90.0,63.0
751.0,Sitting,49.0,9777.0,83.0,0.0,20.0,0.0
751.0,Pointing,15.0,199.0,3718.0,0.0,11.0,3.0
751.0,Phone,1391.0,1.0,0.0,4768.0,69.0,83.0
751.0,Tablet,114.0,0.0,0.0,549.0,6220.0,160.0
751.0,Paper,106.0,6.0,0.0,49.0,7.0,6770.0
752.0,Standing,7218.0,21.0,0.0,93.0,47.0,34.0
752.0,Sitting,38.0,9825.0,285.0,6.0,15.0,4.0
752.0,Pointing,9.0,133.0,3199.0,1.0,25.0,1.0
752.0,Phone,1019.0,1.0,0.0,4997.0,146.0,75.0
752.0,Tablet,382.0,3.0,0.0,368.0,6215.0,131.0
752.0,Paper,127.0,10.0,1.0,528.0,32.0,5315.0
753.0,Standing,6462.0,21.0,1.0,167.0,94.0,346.0
753.0,Sitting,31.0,9809.0,392.0,1.0,12.0,43.0
753.0,Pointing,487.0,201.0,3410.0,1.0,3.0,9.0
753.0,Phone,2447.0,3.0,0.0,3326.0,121.0,231.0
753.0,Tablet,1618.0,9.0,0.0,349.0,4031.0,530.0
753.0,Paper,102.0,8.0,1.0,89.0,11.0,6637.0
754.0,Standing,7146.0,5.0,0.0,106.0,86.0,62.0
754.0,Sitting,41.0,9940.0,113.0,1.0,8.0,22.0
754.0,Pointing,17.0,244.0,3522.0,1.0,8.0,5.0
754.0,Phone,1259.0,0.0,0.0,4896.0,180.0,83.0
754.0,Tablet,113.0,1.0,0.0,687.0,6411.0,157.0
754.0,Paper,107.0,22.0,1.0,42.0,4.0,6912.0
755.0,Standing,7570.0,26.0,0.0,104.0,48.0,34.0
755.0,Sitting,43.0,9927.0,353.0,14.0,6.0,26.0
755.0,Pointing,11.0,157.0,3044.0,1.0,0.0,6.0
755.0,Phone,1022.0,2.0,0.0,5020.0,213.0,87.0
755.0,Tablet,539.0,7.0,0.0,263.0,6481.0,135.0
755.0,Paper,108.0,4.0,0.0,245.0,12.0,5794.0
756.0,Standing,5502.0,9.0,0.0,176.0,80.0,138.0
756.0,Sitting,37.0,8803.0,86.0,0.0,17.0,33.0
756.0,Pointing,10.0,153.0,4017.0,1.0,24.0,11.0
756.0,Phone,570.0,0.0,0.0,4668.0,127.0,90.0
756.0,Tablet,75.0,2.0,0.0,1214.0,4226.0,164.0
756.0,Paper,67.0,0.0,0.0,7.0,2.0,5897.0
757.0,Standing,5991.0,14.0,0.0,157.0,59.0,61.0
757.0,Sitting,39.0,9056.0,62.0,4.0,15.0,44.0
757.0,Pointing,11.0,107.0,3491.0,2.0,20.0,7.0
757.0,Phone,590.0,0.0,0.0,4509.0,203.0,79.0
757.0,Tablet,647.0,1.0,0.0,410.0,4533.0,146.0
757.0,Paper,65.0,8.0,0.0,405.0,11.0,4559.0
758.0,Standing,6407.0,7.0,0.0,110.0,36.0,36.0
758.0,Sitting,48.0,8900.0,71.0,1.0,14.0,23.0
758.0,Pointing,12.0,117.0,3167.0,0.0,22.0,6.0
758.0,Phone,775.0,0.0,0.0,4693.0,117.0,86.0
758.0,Tablet,118.0,4.0,0.0,34.0,6259.0,154.0
758.0,Paper,105.0,0.0,0.0,20.0,4.0,5159.0
759.0,Standing,6341.0,7.0,3.0,93.0,96.0,96.0
759.0,Sitting,38.0,10084.0,167.0,2.0,18.0,22.0
759.0,Pointing,532.0,256.0,2982.0,1.0,3.0,3.0
759.0,Phone,2012.0,11.0,0.0,2929.0,456.0,556.0
759.0,Tablet,178.0,2.0,1.0,465.0,5521.0,195.0
759.0,Paper,72.0,3.0,0.0,15.0,29.0,6660.0
760.0,Standing,6713.0,5.0,0.0,61.0,56.0,115.0
760.0,Sitting,48.0,10049.0,48.0,0.0,13.0,10.0
760.0,Pointing,24.0,261.0,3152.0,0.0,22.0,4.0
760.0,Phone,1804.0,3.0,6.0,3959.0,22.0,460.0
760.0,Tablet,304.0,156.0,0.0,756.0,5718.0,260.0
760.0,Paper,182.0,219.0,1.0,19.0,2.0,6596.0
761.0,Standing,7162.0,18.0,0.0,55.0,36.0,56.0
761.0,Sitting,54.0,10060.0,278.0,5.0,7.0,8.0
761.0,Pointing,37.0,211.0,2608.0,1.0,26.0,2.0
761.0,Phone,1147.0,3.0,46.0,4330.0,97.0,557.0
761.0,Tablet,311.0,46.0,1.0,603.0,6124.0,165.0
761.0,Paper,147.0,4.0,4.0,182.0,28.0,5729.0
762.0,Standing,5147.0,2.0,1.0,123.0,81.0,96.0
762.0,Sitting,44.0,8886.0,51.0,0.0,21.0,17.0
762.0,Pointing,33.0,231.0,3589.0,1.0,25.0,3.0
762.0,Phone,708.0,0.0,0.0,3913.0,19.0,651.0
762.0,Tablet,78.0,0.0,1.0,834.0,4406.0,187.0
762.0,Paper,66.0,0.0,0.0,3.0,2.0,5833.0
763.0,Standing,5648.0,5.0,1.0,92.0,40.0,41.0
763.0,Sitting,57.0,9072.0,118.0,0.0,6.0,10.0
763.0,Pointing,11.0,146.0,3117.0,2.0,27.0,1.0
763.0,Phone,407.0,0.0,0.0,4083.0,138.0,589.0
763.0,Tablet,550.0,2.0,0.0,579.0,4262.0,169.0
763.0,Paper,62.0,3.0,0.0,341.0,16.0,4557.0
764.0,Standing,5988.0,2.0,0.0,73.0,26.0,52.0
764.0,Sitting,49.0,8978.0,42.0,0.0,12.0,19.0
764.0,Pointing,22.0,199.0,2746.0,0.0,20.0,3.0
764.0,Phone,807.0,1.0,0.0,4051.0,13.0,635.0
764.0,Tablet,122.0,0.0,0.0,415.0,5674.0,183.0
764.0,Paper,100.0,4.0,0.0,35.0,4.0,5076.0
765.0,Standing,5417.0,2.0,0.0,138.0,65.0,197.0
765.0,Sitting,31.0,9089.0,52.0,0.0,13.0,30.0
765.0,Pointing,20.0,227.0,3465.0,0.0,11.0,10.0
765.0,Phone,529.0,0.0,0.0,4163.0,57.0,648.0
765.0,Tablet,79.0,3.0,0.0,1669.0,3887.0,194.0
765.0,Paper,68.0,0.0,0.0,3.0,4.0,5979.0
766.0,Standing,5957.0,20.0,0.0,143.0,27.0,49.0
766.0,Sitting,44.0,9211.0,155.0,5.0,6.0,38.0
766.0,Pointing,9.0,148.0,2967.0,1.0,20.0,10.0
766.0,Phone,518.0,0.0,0.0,4046.0,254.0,505.0
766.0,Tablet,498.0,11.0,0.0,804.0,4422.0,153.0
766.0,Paper,64.0,5.0,0.0,258.0,6.0,4796.0
767.0,Standing,6339.0,2.0,0.0,90.0,14.0,65.0
767.0,Sitting,45.0,9160.0,58.0,2.0,6.0,25.0
767.0,Pointing,12.0,208.0,2608.0,0.0,6.0,7.0
767.0,Phone,861.0,0.0,0.0,4093.0,28.0,631.0
767.0,Tablet,131.0,0.0,0.0,632.0,5799.0,158.0
767.0,Paper,110.0,2.0,0.0,43.0,5.0,5209.0
768.0,Standing,4721.0,5.0,0.0,158.0,37.0,89.0
768.0,Sitting,40.0,8051.0,18.0,3.0,10.0,25.0
768.0,Pointing,9.0,143.0,3079.0,1.0,19.0,9.0
768.0,Phone,235.0,0.0,0.0,3756.0,59.0,600.0
768.0,Tablet,86.0,0.0,0.0,360.0,4419.0,167.0
768.0,Paper,44.0,0.0,0.0,2.0,0.0,4208.0
769.0,Standing,6561.0,10.0,5.0,67.0,107.0,57.0
769.0,Sitting,53.0,9661.0,484.0,0.0,16.0,18.0
769.0,Pointing,500.0,171.0,3890.0,0.0,25.0,2.0
769.0,Phone,2143.0,4.0,1.0,3456.0,394.0,70.0
769.0,Tablet,224.0,4.0,0.0,208.0,5990.0,146.0
769.0,Paper,279.0,11.0,3.0,862.0,69.0,5719.0
770.0,Standing,6925.0,11.0,0.0,57.0,87.0,41.0
770.0,Sitting,66.0,9901.0,69.0,0.0,25.0,8.0
770.0,Pointing,18.0,204.0,4025.0,0.0,26.0,1.0
770.0,Phone,1685.0,0.0,0.0,4520.0,100.0,53.0
770.0,Tablet,102.0,2.0,0.0,357.0,6796.0,147.0
770.0,Paper,256.0,13.0,10.0,59.0,13.0,6832.0
771.0,Standing,7380.0,21.0,1.0,40.0,37.0,19.0
771.0,Sitting,62.0,9920.0,292.0,1.0,24.0,14.0
771.0,Pointing,14.0,139.0,3519.0,1.0,22.0,1.0
771.0,Phone,1842.0,1.0,0.0,4087.0,294.0,60.0
771.0,Tablet,518.0,6.0,0.0,253.0,6559.0,124.0
771.0,Paper,461.0,2.0,2.0,552.0,46.0,5195.0
772.0,Standing,5382.0,8.0,0.0,86.0,100.0,45.0
772.0,Sitting,50.0,8778.0,46.0,0.0,31.0,15.0
772.0,Pointing,18.0,193.0,4455.0,0.0,24.0,3.0
772.0,Phone,1208.0,0.0,0.0,4018.0,121.0,48.0
772.0,Tablet,94.0,1.0,0.0,349.0,5127.0,145.0
772.0,Paper,165.0,0.0,42.0,38.0,9.0,5814.0
773.0,Standing,5815.0,20.0,0.0,78.0,60.0,25.0
773.0,Sitting,62.0,9012.0,56.0,1.0,17.0,16.0
773.0,Pointing,99.0,122.0,3880.0,1.0,11.0,2.0
773.0,Phone,1021.0,7.0,0.0,4021.0,190.0,82.0
773.0,Tablet,757.0,5.0,0.0,232.0,4641.0,137.0
773.0,Paper,213.0,1.0,0.0,310.0,42.0,4577.0
774.0,Standing,6168.0,6.0,0.0,62.0,44.0,32.0
774.0,Sitting,61.0,8836.0,80.0,0.0,21.0,3.0
774.0,Pointing,8.0,156.0,3635.0,1.0,0.0,1.0
774.0,Phone,1414.0,0.0,0.0,4002.0,151.0,44.0
774.0,Tablet,194.0,3.0,0.0,229.0,6058.0,120.0
774.0,Paper,241.0,6.0,0.0,67.0,15.0,5054.0
775.0,Standing,5754.0,5.0,0.0,106.0,70.0,55.0
775.0,Sitting,53.0,8968.0,49.0,0.0,15.0,31.0
775.0,Pointing,16.0,181.0,4340.0,1.0,0.0,6.0
775.0,Phone,1181.0,0.0,0.0,4113.0,146.0,61.0
775.0,Tablet,303.0,0.0,0.0,1153.0,4429.0,157.0
775.0,Paper,350.0,0.0,2.0,168.0,7.0,5691.0
776.0,Standing,6191.0,21.0,0.0,97.0,36.0,22.0
776.0,Sitting,67.0,9142.0,95.0,5.0,5.0,46.0
776.0,Pointing,9.0,125.0,3818.0,3.0,4.0,7.0
776.0,Phone,1118.0,2.0,0.0,4059.0,212.0,36.0
776.0,Tablet,1289.0,7.0,1.0,163.0,4495.0,143.0
776.0,Paper,539.0,3.0,0.0,615.0,23.0,4113.0
777.0,Standing,6575.0,5.0,0.0,50.0,23.0,28.0
777.0,Sitting,62.0,9068.0,41.0,0.0,5.0,21.0
777.0,Pointing,13.0,171.0,3463.0,0.0,1.0,4.0
777.0,Phone,1397.0,0.0,0.0,4139.0,123.0,58.0
777.0,Tablet,338.0,3.0,0.0,30.0,6425.0,134.0
777.0,Paper,275.0,0.0,0.0,64.0,19.0,5175.0
778.0,Standing,4972.0,10.0,0.0,129.0,38.0,32.0
778.0,Sitting,55.0,7884.0,59.0,1.0,13.0,36.0
778.0,Pointing,10.0,102.0,3937.0,1.0,13.0,8.0
778.0,Phone,861.0,0.0,0.0,3707.0,141.0,45.0
778.0,Tablet,484.0,1.0,0.0,31.0,4583.0,143.0
778.0,Paper,195.0,0.0,0.0,22.0,13.0,4188.0
779.0,Standing,5371.0,5.0,1.0,63.0,51.0,44.0
779.0,Sitting,58.0,9009.0,62.0,0.0,12.0,18.0
779.0,Pointing,22.0,244.0,3926.0,0.0,13.0,5.0
779.0,Phone,956.0,1.0,0.0,4063.0,38.0,279.0
779.0,Tablet,84.0,0.0,0.0,593.0,5033.0,157.0
779.0,Paper,204.0,0.0,2.0,25.0,6.0,5912.0
780.0,Standing,5793.0,2.0,3.0,51.0,27.0,36.0
780.0,Sitting,80.0,9134.0,158.0,0.0,9.0,22.0
780.0,Pointing,17.0,163.0,3432.0,1.0,17.0,2.0
780.0,Phone,758.0,0.0,0.0,3854.0,210.0,441.0
780.0,Tablet,321.0,2.0,1.0,482.0,4967.0,150.0
780.0,Paper,283.0,2.0,0.0,490.0,85.0,4364.0
781.0,Standing,6136.0,1.0,0.0,36.0,9.0,44.0
781.0,Sitting,58.0,9088.0,66.0,0.0,6.0,22.0
781.0,Pointing,10.0,193.0,3108.0,0.0,4.0,3.0
781.0,Phone,1417.0,0.0,1.0,3500.0,14.0,621.0
781.0,Tablet,295.0,0.0,0.0,575.0,5736.0,149.0
781.0,Paper,291.0,25.0,1.0,70.0,10.0,5067.0
782.0,Standing,4569.0,0.0,0.0,76.0,36.0,45.0
782.0,Sitting,65.0,7912.0,63.0,1.0,27.0,23.0
782.0,Pointing,7.0,146.0,3564.0,1.0,16.0,3.0
782.0,Phone,568.0,0.0,0.0,3464.0,55.0,503.0
782.0,Tablet,120.0,1.0,0.0,404.0,4390.0,152.0
782.0,Paper,120.0,0.0,0.0,18.0,13.0,4198.0
783.0,Standing,4947.0,3.0,0.0,88.0,18.0,39.0
783.0,Sitting,57.0,8158.0,39.0,0.0,6.0,27.0
783.0,Pointing,12.0,170.0,3395.0,0.0,1.0,10.0
783.0,Phone,739.0,0.0,0.0,3412.0,74.0,471.0
783.0,Tablet,334.0,0.0,0.0,431.0,4462.0,166.0
783.0,Paper,177.0,0.0,0.0,14.0,11.0,4297.0
784.0,Standing,7860.0,20.0,1.0,97.0,127.0,28.0
784.0,Sitting,36.0,10165.0,833.0,2.0,7.0,1.0
784.0,Pointing,481.0,237.0,3295.0,0.0,20.0,3.0
784.0,Phone,1965.0,3.0,0.0,4451.0,222.0,63.0
784.0,Tablet,148.0,3.0,0.0,530.0,7181.0,163.0
784.0,Paper,153.0,35.0,1.0,406.0,27.0,6965.0
785.0,Standing,6344.0,17.0,8.0,116.0,107.0,41.0
785.0,Sitting,57.0,9435.0,385.0,0.0,14.0,4.0
785.0,Pointing,508.0,166.0,3756.0,1.0,21.0,3.0
785.0,Phone,1132.0,0.0,0.0,4301.0,243.0,65.0
785.0,Tablet,95.0,0.0,1.0,809.0,5302.0,130.0
785.0,Paper,82.0,0.0,0.0,83.0,19.0,6288.0
786.0,Standing,6727.0,3.0,0.0,89.0,93.0,35.0
786.0,Sitting,43.0,9572.0,93.0,0.0,17.0,7.0
786.0,Pointing,12.0,208.0,3894.0,1.0,23.0,3.0
786.0,Phone,1442.0,0.0,0.0,4407.0,94.0,88.0
786.0,Tablet,80.0,5.0,0.0,757.0,6184.0,143.0
786.0,Paper,133.0,10.0,0.0,19.0,7.0,6543.0
787.0,Standing,7095.0,24.0,1.0,102.0,81.0,21.0
787.0,Sitting,48.0,9442.0,456.0,0.0,17.0,13.0
787.0,Pointing,10.0,147.0,3377.0,5.0,23.0,1.0
787.0,Phone,998.0,0.0,0.0,4746.0,172.0,41.0
787.0,Tablet,130.0,0.0,0.0,236.0,6742.0,117.0
787.0,Paper,121.0,2.0,1.0,414.0,49.0,5200.0
788.0,Standing,6697.0,27.0,0.0,130.0,107.0,41.0
788.0,Sitting,28.0,9203.0,838.0,0.0,4.0,18.0
788.0,Pointing,500.0,165.0,3622.0,3.0,9.0,7.0
788.0,Phone,1758.0,19.0,0.0,3796.0,204.0,70.0
788.0,Tablet,750.0,5.0,0.0,1586.0,4135.0,187.0
788.0,Paper,101.0,7.0,0.0,187.0,9.0,6318.0
789.0,Standing,7068.0,8.0,0.0,89.0,109.0,42.0
789.0,Sitting,37.0,9788.0,69.0,0.0,16.0,18.0
789.0,Pointing,36.0,213.0,3737.0,0.0,1.0,5.0
789.0,Phone,1395.0,2.0,0.0,4482.0,203.0,55.0
789.0,Tablet,75.0,4.0,0.0,1395.0,5858.0,163.0
